CAS Number,Name,Formula,Type,UNIFAC,MW,SG6060,TB,Tc,Pc,Vc,OMEGA,CPA,CPB,CPC,CPD,CPE,HFORM25,GFORM25,GIBBSA,GIBBSB,GIBBSC
105-76-0,DiBMaleate,C12H20O4     ,Misc,(CH2)6 (CH3)2 CH=CH (COO)2 ,228.2870026,0.9993,553.150,716.000,19.000,0.719,0.8994,0.310666,0.00393822,-1.61742E-06,-5.20124E-11,1.31677E-13,-688.00,-377.00,-6.87E+02,1.02E+00,7.95E-05
106-27-4,3-methylbutyl butanoate,C9H18O2,MISC,,158.241,,619.000,23.300,500.000,0.000,0.0000,0,0,0,0,0,-551.50,-289.20,,,
106-31-0,ButyricAnhyd,C8H14O3      ,Misc,(CH2)2 (CH3)2 CH2CO CH2COO ,158.1970062,0.9732,470.928,644.000,26.400,0.501,0.6545,0.160369,0.00523046,-3.20937E-06,1.16269E-09,-2.69186E-13,-661.00,-446.00,-6.63E+02,7.19E-01,2.16E-05
106-35-4,3Heptanone,C7H14O       ,Misc,CH2CO (CH3)2 (CH2)3 ,114.1880035,0.8231,421.148,600.000,29.200,0.421,0.4749,0.502853,0.00341554,1.01853E-06,-2.65303E-09,9.31775E-13,-301.00,,-3.00E+02,5.79E-01,5.67E-05
106-36-5,n-P-C3oate,C6H12O2      ,ACID,(CH3)2 (CH2)2 CH2COO ,116.1600037,0.8872,395.799,577.000,30.100,0.413,0.3634,-0.237499,0.00678396,-5.46516E-06,1.83028E-09,0,-483.08,-309.70,-4.83E+02,5.63E-01,4.77E-05
106-38-7,pBromToluene,C7H7Br       ,Misc,ACCH3 AC Br (ACH)4 ,171.0370026,1.3985,457.500,699.000,43.700,0.379,0.3179,-0.0547285,0.00315486,-1.99841E-06,4.79996E-10,-8.55695E-15,80.40,143.00,8.08E+01,2.00E-01,3.00E-05
106-42-3,p-Xylene,C8H10        ,A,(ACH)4 (ACCH3)2 ,106.1660004,0.8650,411.510,616.260,35.108,0.379,0.3259,-0.125888,0.00497458,-1.60481E-06,-8.01976E-10,4.77573E-13,17.95,121.48,1.58E+01,3.40E-01,4.23E-05
106-43-4,pClToluene,C7H7Cl       ,Misc,ACCH3 ACCL (ACH)4 ,126.5830002,1.0726,435.648,660.000,39.100,0.360,0.3123,-0.0813541,0.0037247,-8.90979E-08,-3.10397E-09,1.72275E-12,18.20,97.70,1.90E+01,2.52E-01,4.02E-05
106-44-5,p-Cresol,C7H8O        ,Misc,(ACH)4 ACCH3 ACOH ,108.1380005,1.0313,475.100,704.598,51.500,0.277,0.5050,-0.37595,0.0065283,-5.3271E-06,1.82007E-09,0,-125.49,-31.55,-1.27E+02,3.15E-01,2.82E-05
106-46-7,14-Cl-BZ,C6H4Cl2      ,Misc,(ACH)4 (ACCL)2 ,147.003006,1.2532,447.209,684.750,40.700,0.351,0.2846,-0.0712996,0.00372224,-3.32412E-06,1.49422E-09,-2.68886E-13,22.50,77.15,2.39E+01,1.66E-01,3.71E-05
106-47-8,pClAniline,C6H6ClN      ,Misc,(ACH)4 ACNH2 ACCL ,127.5690002,1.1760,503.648,754.000,45.900,0.364,0.4210,-0.173212,0.00501886,-4.38351E-06,1.77981E-09,-2.36323E-13,57.30,140.00,5.77E+01,2.67E-01,3.05E-05
106-48-9,pClPhenol,C6H5ClO      ,Misc,ACCL ACOH (ACH)4 ,128.5570068,1.2751,493.109,738.000,53.200,0.325,0.4849,-0.254564,0.0052999,-5.35725E-06,2.75479E-09,-5.68275E-13,-145.80,-77.30,-1.45E+02,2.20E-01,2.72E-05
106-49-0,p-Toluidine,C7H9N        ,Misc,ACCH3 (ACH)4 ACNH2 ,107.1520004,0.9649,473.700,667.000,23.800,0.350,0.4430,-0.14809,0.0054966,-3.34446E-06,7.77288E-10,0,71.04,155.00,7.13E+01,3.44E-01,3.86E-05
106-50-3,pPheneDiAmin,C6H8N2       ,Misc,(ACH)4 (ACNH2)2 ,108.1429977,1.1647,540.000,796.000,51.800,0.317,0.5386,-0.34493,0.0070324,-0.000006681,3.24704E-09,-6.3785E-13,91.20,210.00,9.07E+01,3.93E-01,2.52E-05
106-51-4,Quinone,C6H4O2       ,Misc,,108.0970001,1.1829,454.000,683.000,59.600,0.291,0.4945,-0.11265,0.0047758,-0.000003975,1.67704E-09,-2.8786E-13,-122.90,,-1.23E+02,1.76E-01,1.41E-05
1066-35-9,DiC1ClSilane,C2H7ClSi     ,Misc,,94.61579895,0.8743,308.650,472.000,36.200,0.299,0.2526,0.21523,0.0032484,-2.01621E-06,6.122E-10,-7.4375E-14,-292.60,,-2.93E+02,2.66E-01,0.00E+00
106-63-8,Ic4Acrylate,C7H12O2      ,Misc,(CH3)2 CH2 CH CH2=CH COO ,128.1710052,0.8946,409.997,587.000,29.500,0.433,0.4551,-0.38466,0.00824186,-9.18018E-06,5.5358E-09,-1.32013E-12,-394.00,-229.00,-3.94E+02,5.44E-01,3.60E-05
106-70-7,M-Caproate,C7H14O2      ,ES,CH3 (CH2)4 CH3COO ,130.1860046,0.8854,424.140,605.000,30.000,0.417,0.4790,0.168481502,0.004716622,-2.01557E-06,1.15219E-10,0,-505.09,,-5.05E+02,6.62E-01,5.68E-05
1067-08-9,3M-3Epentane,C8H18        ,PN,(CH3)4 (CH2)3 C ,114.2320023,0.7308,391.415,576.580,28.076,0.455,0.2920,0.098581,0.0056818,-2.06141E-06,0,0,-215.09,22.88,-2.19E+02,7.82E-01,6.23E-05
1067-20-5,33-Epentane,C9H20        ,PN,(CH3)4 (CH2)4 C ,128.2590027,0.7567,419.334,610.049,26.749,0.473,0.3380,0.06111,0.0057,-2.08607E-06,0,0,-232.09,35.06,-2.38E+02,8.93E-01,6.40E-05
1068-19-5,44-Mheptane,C9H20        ,PN,(CH3)4 (CH2)4 C ,128.2590027,0.7290,408.346,585.447,24.318,0.501,0.3636,0.145497,0.00568,-2.05958E-06,0,0,-241.21,21.00,-2.47E+02,8.78E-01,6.25E-05
106-88-7,12-C4=Oxide,C4H8O        ,Misc,CH-O CH (CH3)2 ,72.09980011,0.8367,336.350,525.750,43.874,0.249,0.2700,-0.163049,0.00568118,-2.82027E-06,3.53984E-10,-2.44661E-20,-109.99,-12.88,-1.10E+02,2.83E-01,3.54E-05
1068-87-7,24M3Epentane,C9H20        ,PN,(CH3)5 CH2 (CH)3 ,128.2590027,0.7412,409.846,591.250,25.229,0.489,0.3508,0.100698,0.00568898,-2.07152E-06,0,0,-227.94,29.50,-2.40E+02,8.82E-01,6.81E-05
106-89-8,Epichlohydrn,C3H5ClO      ,Misc,CH2O CH CH2Cl ,92.52500153,1.1872,389.260,600.000,49.000,0.233,0.2562,-0.30757,0.00561368,-6.14535E-06,3.54856E-09,-7.93975E-13,-107.70,-36.74,-1.07E+02,2.27E-01,3.18E-05
106-93-4,12-BromoC2,C2H4Br2      ,Misc,CH (Br)2 CH3 ,187.8600006,2.1908,404.700,645.000,53.500,0.267,0.2650,0.133076,0.00133981,-9.75705E-07,3.00538E-10,1.46602E-21,-38.93,-1.06,-7.29E+01,1.95E-01,3.59E-06
106-94-5,1-BromoC3,C3H7Br       ,Misc,(CH2)2 Br CH3 ,123,1.3624,344.200,535.500,48.200,0.266,0.2940,0.0265852,0.00274728,-1.75137E-06,4.6424E-10,-2.02947E-21,-87.86,-22.47,-1.09E+02,2.73E-01,1.94E-05
1069-53-0,235-Mhexane,C9H20        ,PN,(CH3)5 CH2 (CH)3 ,128.2590027,0.7256,404.500,579.250,24.014,0.509,0.3635,0.15009,0.00567598,-2.05622E-06,0,0,-242.55,21.76,-2.48E+02,8.83E-01,6.78E-05
106-95-6,3-BROM0-1-PROPENE,C3H5Br,MISC,,120.977,1.3890,343.160,540.200,51.390,0.247,0.2730,0.054977392,0.002441125,-1.74471E-06,5.15495E-10,0,49.37,79.96,3.06E-02,1.53E-01,1.36E-08
106-97-8,n-Butane,C4H10        ,PN,(CH3)2 (CH2)2 ,58.12400055,0.5838,272.648,425.199,37.966,0.255,0.2010,0.00854058,0.00655398,-3.32904E-06,7.06584E-10,-3.19963E-14,-126.19,-16.57,-1.28E+02,3.60E-01,3.83E-05
106-98-9,1-Butene,C4H8         ,N,CH3 CH2 CH2=CH ,56.10770035,0.5943,266.898,419.600,40.226,0.240,0.1870,-0.0533615,0.006295,-3.54666E-06,7.95416E-10,-2.13711E-22,-0.13,70.37,-1.69E+00,2.34E-01,3.16E-05
106-99-0,13-Butadiene,C4H6         ,OD,(CH2=CH)2 ,54.09180069,0.6203,268.700,425.000,43.266,0.221,0.1949,0.059928,0.005646,-2.62367E-06,-1.56682E-10,3.00703E-13,110.19,150.60,1.09E+02,1.33E-01,1.90E-05
107-00-6,EAcetylene,C4H6         ,OD,CH3 CH2 CH-=C ,54.09180069,0.6599,281.220,443.200,49.500,0.222,0.2469,0.232009,0.00507284,-2.85624E-06,6.37788E-10,-3.43557E-22,165.30,198.77,1.65E+02,1.19E-01,2.17E-05
107-02-8,Acrolein,C3H4O        ,ALD,CH2=CH CHO ,56.06380081,0.8451,326.000,505.997,51.600,0.192,0.3300,0.213639,0.00375888,-1.91155E-06,3.40184E-10,0,-70.92,-55.98,-7.04E+01,1.05E-01,2.02E-05
107-03-9,nPMercaptan,C3H8S        ,MISC,CH2SH CH2 CH3 ,76.15000153,0.8467,339.200,536.000,45.191,0.263,0.2790,0.0712536,0.00595734,-2.08915E-06,0,0,-67.86,2.18,-6.36E+01,1.99E-01,7.33E-05
107-05-1,3-Cl-1-C3=,C3H5Cl       ,Misc,CH2=CH CCl3 ,145.4190063,1.3897,391.148,618.075,41.303,0.320,0.2284,0.0781896,0.00285386,-2.7184E-06,9.68244E-10,0,-35.79,43.60,-3.57E+01,2.18E-01,0.00E+00
107-06-2,12-ClC2,C2H4Cl2      ,HAL,(CH2Cl)2 ,98.95980072,1.2512,356.700,566.000,53.700,0.225,0.2780,0.20718,0.00233582,-1.45398E-06,3.4268E-10,0,-129.79,-70.20,-1.31E+02,1.86E-01,1.38E-05
107-07-3,2-Cl-Ethanol,C2H5ClO      ,Misc,CH2Cl CH2 OH ,80.51390076,1.2071,401.750,585.000,59.200,0.212,0.6578,0.161726,0.00317642,-2.05336E-06,6.47692E-10,-8.1304E-14,-261.00,-193.00,-2.60E+02,2.14E-01,3.63E-05
107-08-4,1-IodoC3,C3H7I        ,Misc,(CH2)2 I CH3 ,170.0090027,1.7543,375.600,589.400,42.700,0.292,0.2240,0.0708899,0.001829068,-1.06375E-06,2.4716E-10,1.94148E-21,-30.53,27.95,-6.94E+01,2.82E-01,1.41E-05
1070-87-7,2244Mpentane,C9H20        ,PN,(CH3)6 CH2 (C)2 ,128.2590027,0.7226,395.441,571.348,24.794,0.504,0.3120,0.14099,0.0056758,-2.05322E-06,0,0,-242.09,34.20,-2.48E+02,9.26E-01,5.76E-05
107-10-8,nPropylamine,C3H9N        ,AMINE,CH3 CH2 CH2NH2 ,59.11190033,0.7248,321.700,497.000,47.200,0.233,0.3030,0.113256,0.00592148,-3.08433E-06,6.0702E-10,0,-72.43,41.90,-7.47E+01,3.73E-01,3.29E-05
107-11-9,AllylAmine,C3H7N        ,Misc,CH2=CH CH2NH2 ,57.0951004,0.7664,326.450,505.000,51.700,0.247,0.3265,0.295499,0.0047976,-2.38533E-06,4.42396E-10,0,58.20,135.00,5.86E+01,2.26E-01,3.02E-05
107-12-0,C3-Nitrile,C3H5N        ,Misc,CH3 CH2CN ,55.08000183,0.7827,370.299,564.400,41.700,0.229,0.3130,0.27975,0.0040784,-1.99835E-06,3.54989E-10,0,50.66,96.15,4.98E+01,1.49E-01,2.02E-05
1071-26-7,22-Mheptane,C9H20        ,PN,(CH3)4 (CH2)4 C ,128.2590027,0.7139,405.846,577.750,23.203,0.526,0.3900,0.1983,0.005669,-2.04425E-06,0,0,-246.99,18.10,-2.52E+02,8.80E-01,6.16E-05
107-13-1,AcryloNitril,C3H3N        ,Misc,ACRY ,53.06380081,0.8057,350.500,536.000,45.600,0.210,0.3500,0.201567,0.00416378,-2.95118E-06,8.6762E-10,0,185.09,195.31,1.85E+02,3.25E-02,1.07E-05
107-15-3,C2=diAmine,C2H8N2       ,Misc,(CH2NH2)2 ,60.09880066,1.1754,390.398,592.000,62.700,0.206,0.5100,0.63765,0.0040076,-7.22274E-07,-6.57328E-10,0,-201.50,103.22,-2.02E+02,1.00E+00,2.47E-05
107-16-4,HydrxyActNtr,C2H3NO       ,Misc,OH CH2CN ,57.05170059,1.1029,467.000,664.000,59.300,0.195,0.8007,0.66061,0.001573622,7.05714E-07,-1.3459E-09,4.38745E-13,-69.89,,-6.95E+01,1.19E-01,1.52E-05
1071-81-4,2255-Mhexane,C10H22       ,PN,(CH3)6 (CH2)2 (C)2 ,142.2850037,0.7223,410.621,582.927,21.886,0.557,0.3750,0.1765,0.005675,-2.05286E-06,0,0,-285.89,19.50,-2.92E+02,1.02E+00,6.30E-05
107-18-6,AllylAlcohol,C3H6O        ,ALD,CH2 CH2=CH OH ,58.08000183,0.8563,370.200,542.000,56.200,0.200,0.5723,-0.0190382,0.00542024,-3.50094E-06,9.16744E-10,0,-132.09,47.30,-1.33E+02,2.00E-01,2.42E-05
107-19-7,Propargyl-ol,C3H4O        ,ALD,CH-=C CH2 OH ,56.06380081,0.9561,386.750,570.000,65.200,0.176,0.5546,0.379161,0.00365252,-1.99058E-06,3.40318E-10,2.70462E-14,42.20,68.40,4.27E+01,5.54E-02,1.61E-05
107-20-0,ClC2al,C2H3ClO      ,Misc,CH2Cl CHO ,78.49790192,1.2103,358.000,555.000,53.700,0.201,0.3297,0.346994,0.001721858,5.84991E-08,-1.05395E-09,4.67528E-13,-195.00,-156.00,-1.94E+02,1.06E-01,2.71E-05
1072-05-5,26-Mheptane,C9H20        ,PN,(CH3)4 (CH2)3 (CH)2 ,128.2590027,0.7124,408.368,577.950,23.001,0.535,0.4017,0.209099,0.005666,-2.04278E-06,0,0,-242.80,19.00,-2.48E+02,8.75E-01,6.69E-05
107-21-1,EGlycol,C2H6O2       ,Misc,(CH2OH)2 ,62.06900024,1.1117,470.398,702.000,65.152,0.186,0.5600,-0.4391,0.005712,0,0,0,-389.59,-304.47,-3.91E+02,2.84E-01,1.45E-05
1072-16-8,27-Moctane,C10H22       ,PN,(CH3)4 (CH2)4 (CH)2 ,142.2850037,0.7278,433.039,603.039,20.959,0.590,0.4479,0.2023,0.0056796,-2.05847E-06,0,0,-263.51,27.49,-2.69E+02,9.72E-01,7.25E-05
107-22-2,Glyoxal,C2H2O2       ,Misc,(CHO)2 ,58.0367012,1.1472,323.549,495.000,58.700,0.164,0.4133,0.486909,0.001493516,6.2586E-07,-8.45264E-10,0,-211.96,,-2.12E+02,-7.53E-02,1.19E-05
107-25-5,Vinyl-M-Ethe,C3H6O        ,Misc,CH2=CH CH3O ,58.08000183,0.7575,285.000,436.000,47.600,0.205,0.3400,0.26928,0.00403328,-1.67065E-06,1.82962E-10,0,-108.00,-47.30,-1.07E+02,2.08E-01,2.98E-05
107-30-2,ChloroMthylM,C2H5ClO      ,Misc,CH3O CH2Cl ,80.51380157,1.0731,332.648,521.000,50.300,0.214,0.2698,0.232239,0.00291996,-1.85986E-06,6.9156E-10,-1.20658E-13,-204.00,,-2.03E+02,2.40E-01,3.66E-05
107-31-3,M-Formate,C2H4O2       ,ES,CH3 HCOO ,60.05170059,0.9822,304.898,487.200,60.000,0.172,0.2570,0.0238617,0.00449904,-3.24753E-06,9.5012E-10,0,-349.99,-294.90,-3.51E+02,1.75E-01,1.63E-05
107-39-1,244M1pentene,C8H16        ,N,(CH3)4 CH2 C CH2=C ,112.2080002,0.7186,374.588,559.815,26.448,0.457,0.2226,0.106598,0.0056726,-2.04911E-06,0,0,-101.56,86.80,-1.01E+02,6.53E-01,5.93E-05
107-40-4,244M2pentene,C8H16        ,N,(CH3)5 CH=C C ,112.2080002,0.7256,378.061,563.148,26.544,0.457,0.2362,0.086812,0.00567598,-2.05622E-06,0,0,-110.40,93.50,-1.10E+02,3.26E+00,6.13E-05
107-41-5,2-M24-C5diol,C6H14O2      ,Misc,(CH3)3 C CH (OH)2 CH2 ,118.1760025,0.7727,470.648,621.000,40.100,0.398,1.1969,-0.15347,0.00654584,-4.55586E-06,1.27944E-09,0,-485.66,-327.00,-4.86E+02,6.95E-01,5.55E-05
1074-17-5,1M2nPropylBZ,C10H14       ,A,ACCH3 ACCH2 (ACH)4 CH2 CH3 ,134.2200012,0.8780,457.950,662.000,29.400,0.482,0.4070,-0.23372,0.00648048,-4.42863E-06,1.46752E-09,-1.80719E-13,-19.78,,-1.91E+01,5.20E-01,5.75E-05
1074-43-7,1M3nPropylBZ,C10H14       ,A,ACCH3 ACCH2 (ACH)4 CH2 CH3 ,134.2200012,0.8659,454.950,654.000,28.100,0.482,0.4128,-0.265286,0.00640288,-4.26627E-06,1.37795E-09,-1.63616E-13,-24.14,,-2.33E+01,5.13E-01,6.19E-05
1074-55-1,1M4nPropylBZ,C10H14       ,A,ACCH3 ACCH2 (ACH)4 CH2 CH3 ,134.2200012,0.8637,456.450,656.000,28.100,0.482,0.4134,-0.265286,0.00640288,-4.26627E-06,1.37795E-09,-1.63616E-13,-23.14,,-2.23E+01,5.20E-01,6.19E-05
107-46-0,HexMDiSiloxn,C6H18OSi2    ,Misc,(CH3)6 SI SIO ,162.378006,0.7705,373.670,518.700,19.140,0.601,0.4176,0.61069,0.00309266,-1.38956E-07,-1.19176E-09,4.73826E-13,-777.72,-534.80,-7.78E+02,8.14E-01,0.00E+00
107-52-8,4a10aC1-6aSi,C14H42O5Si6  ,Misc,(CH3)14 SI (SIO)5 ,458.9970093,0.8951,532.900,653.200,8.040,1.808,0.7850,-0.14429,0.0053938,-3.9807E-06,1.61412E-09,-3.0652E-13,-3143.00,,,2.43E+00,0.00E+00
1077-16-3,n-Hexyl-BZ,C12H18       ,A,(ACH)5 ACCH2 (CH2)4 CH3 ,162.2740021,0.8615,499.299,697.500,23.800,0.620,0.4800,-0.269552,0.00663426,-4.22415E-06,1.0635E-09,4.72613E-22,-546.00,161.34,-5.95E+01,7.20E-01,6.22E-05
107-83-5,2-Mpentane,C6H14        ,PN,(CH3)3 (CH2)2 CH ,86.17790222,0.6571,333.411,497.497,30.104,0.366,0.2791,-0.6057,0.0098406,-0.000009051,4.26024E-09,-5.4013E-13,-174.39,-5.14,-1.78E+02,5.63E-01,4.83E-05
107-84-6,1-Cl-3-M-C4,C5H11Cl      ,Misc,CH2Cl CH2 CH (CH3)2 ,106.5970001,0.8760,371.700,558.900,33.500,0.359,0.2930,-0.0234614,0.0052465,-3.49854E-06,9.72124E-10,6.05825E-21,-180.32,-43.68,-1.83E+02,4.56E-01,3.61E-05
1078-71-3,n-Heptyl-BZ,C13H20       ,A,(ACH)5 ACCH2 (CH2)5 CH3 ,176.2890015,0.8602,519.150,713.538,21.994,0.668,0.5410,-0.242959,0.006579,-4.05324E-06,9.58572E-10,5.13835E-20,-75.12,,-8.06E+01,8.17E-01,6.83E-05
107-87-9,M-n-P-Ketone,C5H10O       ,KET,CH3 (CH2)2 CH3CO ,86.13400269,0.8057,375.398,561.098,36.700,0.301,0.3460,0.0133252,0.00557874,-3.27375E-06,7.7382E-10,0,-258.79,-138.20,-2.61E+02,4.03E-01,3.77E-05
107-88-0,13-C4diol,C4H10O2      ,Misc,CH3 (CH2)2 CH (OH)2 ,90.12220001,1.0121,480.148,642.000,50.000,0.292,1.1456,0.120427,0.00516856,-3.13566E-06,7.60624E-10,0,-434.59,-291.69,-4.34E+02,4.60E-01,4.29E-05
107-89-1,Acetaldol,C4H8O2       ,Misc,CH CH2 CH3 OH CHO ,88.10630035,1.1092,444.000,620.000,45.900,0.278,0.7966,0.13559,0.0050538,-3.8382E-06,1.60956E-09,-2.9306E-13,-375.00,,-3.75E+02,3.54E-01,3.21E-05
107-92-6,n-C4oicAcid,C4H8O2       ,ACID,CH3 (CH2)2 COOH ,88.10700226,0.9621,437.200,627.000,52.700,0.290,0.6830,0.13332,0.0046985,-2.75976E-06,6.28156E-10,0,-476.18,40.45,-4.76E+02,3.76E-01,3.26E-05
107-93-7,tr-CrotoAcid,C4H6O2       ,ES,CH3 CH=CH COOH ,86.0904007,0.9729,458.148,665.000,47.000,0.270,0.5708,0.077975,0.00439344,-2.78764E-06,7.00236E-10,0,-368.99,-290.23,-3.69E+02,2.86E-01,2.70E-05
107-96-0,3Mrcpc3oicac,C3H6O2S      ,Misc,CH2 COOH CH2SH ,106.1409988,1.2138,501.000,729.000,50.200,0.281,0.5885,0.201971,0.00387204,-3.81567E-06,2.59246E-09,-8.32145E-13,-405.94,-343.90,-4.06E+02,2.02E-01,2.34E-05
107-98-2,C3=G-C1Ether,C4H10O2      ,Misc,CH CH2 CH3 OH CH3O ,90.12220001,0.9306,393.250,553.000,43.400,0.294,0.7219,-0.092471,0.0063304,-5.4354E-06,2.82048E-09,-6.747E-13,-403.90,,-4.04E+02,4.73E-01,4.21E-05
108-01-0,DMEthnlAmine,C4H11NO      ,Misc,CH3 (CH2)2 OH CH3N ,89.13710022,0.8919,407.148,571.820,41.400,0.300,0.7110,-0.17943,0.00653876,-4.39644E-06,1.20124E-09,-2.33865E-15,-202.00,-36.40,-2.02E+02,5.42E-01,4.60E-05
108-03-2,1-NitroC3,C3H7NO2      ,MISC,CH2NO2 CH2 CH3 ,89.09400177,1.0065,404.329,605.000,43.500,0.288,0.4122,-0.0781811,0.00505004,-3.58059E-06,1.28986E-09,-1.8891E-13,-124.68,,-1.27E+02,4.20E-01,2.54E-05
108-05-4,VinylAcetate,C4H6O2       ,ES,CH2=CH CH3COO ,86.09100342,0.9384,346.000,525.000,43.500,0.265,0.3400,0.251709,0.00358948,-1.41827E-06,-3.83315E-11,0,-316.00,-228.70,-3.16E+02,2.48E-01,2.51E-05
108-08-7,24-Mpentane,C7H16        ,PN,(CH3)4 CH2 (CH)2 ,100.2050018,0.6766,353.643,519.789,27.368,0.418,0.3070,0.222689,0.00563856,-2.00354E-06,0,0,-202.09,3.51,-2.06E+02,6.82E-01,5.63E-05
108-10-1,M-i-B-Ketone,C6H12O       ,KET,(CH3)2 CH2 CH CH3CO ,100.1600037,0.8057,389.600,571.000,32.700,0.375,0.3850,0.0389035,0.00565068,-3.31473E-06,8.22304E-10,0,-283.99,-135.10,-2.83E+02,4.94E-01,5.09E-05
108-11-2,4-M-2-C5ol,C6H14O       ,OL,(CH3)3 CH2 (CH)2 OH ,102.177002,0.8138,404.850,574.400,34.700,0.380,0.5723,-0.0113579,0.00622234,-3.59196E-06,8.00284E-10,0,-342.30,-155.67,-3.42E+02,6.53E-01,5.71E-05
1081-77-2,n-Nonyl-BZ,C15H24       ,A,(ACH)5 ACCH2 (CH2)7 CH3 ,204.3390045,0.8607,555.150,740.927,18.961,0.776,0.6523,-0.2185,0.00660574,-4.02924E-06,9.43444E-10,3.9004E-20,-116.40,186.56,-1.23E+02,1.01E+00,8.03E-05
108-18-9,di-iP-Amine,C6H15N       ,Misc,(CH3)4 CH CHNH ,101.1930008,0.7227,357.100,523.098,30.100,0.418,0.3600,-0.1516,0.00692486,-3.97335E-06,8.52032E-10,0,-124.26,57.90,-1.24E+02,6.82E-01,5.92E-05
108-20-3,di-i-P-Ether,C6H14O       ,Misc,(CH3)4 CH CH-O ,102.177002,0.7247,341.700,500.299,28.800,0.386,0.3310,0.0734991,0.005728,-2.96437E-06,5.72404E-10,0,-318.99,-121.88,-3.22E+02,6.55E-01,5.08E-05
108-21-4,i-P-Acetate,C5H10O2      ,ACID,(CH3)2 CH CH3COO ,102.1330032,0.8822,361.648,537.000,35.700,0.336,0.3550,-0.49736,0.00808296,-8.39832E-06,4.69664E-09,-1.05326E-12,-481.69,-333.70,-4.82E+02,5.26E-01,3.93E-05
108-24-7,C2Anhydride,C4H6O3       ,MISC,CH3CO CH3COO ,102.0830002,1.0876,411.778,569.150,46.812,0.290,0.8402,-0.115528,0.0045236,-2.9707E-06,8.36148E-10,-5.6334E-14,-576.10,-476.80,-5.78E+02,3.32E-01,2.52E-05
108-29-2,gValrolctone,C5H8O2       ,Misc,CH3 CH2 CH CH2COO ,100.112999,1.0587,480.648,727.000,48.400,0.279,0.4030,-0.394942,0.00791008,-8.78322E-06,5.16392E-09,-1.22097E-12,-418.00,,-4.19E+02,4.01E-01,2.13E-05
108-30-5,Succinic_Anh,C4H4O3       ,Misc,CH2CO CH2COO ,100.0739975,1.6845,536.580,811.000,67.300,0.223,0.5322,0.11047,0.005073,-6.7323E-06,5.4156E-09,-1.8372E-12,-524.10,-448.00,-5.24E+02,2.53E-01,8.10E-06
108-31-6,MaleicAnhydr,C4H2O3       ,MISC,,98.05789948,1.3242,475.148,721.000,72.800,0.219,0.5463,-0.898373,0.01194422,-2.28163E-05,2.13138E-08,-7.58245E-12,-398.30,-355.00,-4.00E+02,1.55E-01,-1.66E-05
108-32-7,C3=Carbonate,C4H6O3       ,MISC,CH3 CH CH2O COO ,102.0830002,1.2058,515.049,778.250,54.037,0.251,0.4498,1.80435,-0.007411,1.14828E-05,-6.0634E-12,4.32544E-15,-469.05,,-4.72E+02,4.64E-01,3.93E-05
108-36-1,mDiBromoBZ,C6H4Br2      ,Misc,(AC)2 (ACH)4 (Br)2 ,235.9060059,1.9615,491.148,761.000,46.600,0.372,0.2932,0.104138,0.001517856,-5.04507E-07,-3.52014E-10,2.05028E-13,125.52,149.60,1.25E+02,7.72E-02,1.26E-05
108-38-3,m-Xylene,C8H10        ,A,(ACH)4 (ACCH3)2 ,106.1660004,0.8677,412.265,617.049,35.411,0.376,0.3260,-0.274749,0.00593124,-3.52935E-06,7.98544E-10,-4.58057E-22,17.25,118.89,1.51E+01,3.35E-01,4.14E-05
108-39-4,m-Cresol,C7H8O        ,Misc,(ACH)4 ACCH3 ACOH ,108.1380005,1.0379,475.398,705.799,45.600,0.309,0.4540,-0.416479,0.00672166,-5.57883E-06,1.92188E-09,0,-132.39,-40.07,-1.34E+02,3.06E-01,2.78E-05
108-42-9,mClAniline,C6H6ClN      ,Misc,(ACH)4 ACNH2 ACCL ,127.5690002,1.2223,501.648,751.000,45.900,0.364,0.4198,-0.204894,0.00525576,-4.98981E-06,2.41842E-09,-4.72844E-13,57.30,140.00,5.77E+01,2.67E-01,3.05E-05
108-43-0,mClPhenol,C6H5ClO      ,Misc,ACCL ACOH (ACH)4 ,128.5570068,1.2648,487.000,729.000,53.200,0.320,0.4856,-0.254564,0.0052999,-5.35725E-06,2.75479E-09,-5.68275E-13,-153.30,-86.60,-1.53E+02,2.14E-01,2.72E-05
108-44-1,m-Toluidine,C7H9N        ,Misc,ACCH3 (ACH)4 ACNH2 ,107.1520004,0.9938,476.600,709.000,41.500,0.350,0.4100,-0.1493,0.0053051,-2.83223E-06,4.33552E-10,0,71.04,174.00,7.13E+01,3.44E-01,3.95E-05
108-45-2,mPhynDiamine,C6H8N2       ,Misc,(ACH)4 (ACNH2)2 ,108.1389999,1.1076,560.000,824.000,51.800,0.377,0.5432,-0.353654,0.00710108,-6.85026E-06,3.41028E-09,-6.91545E-13,91.20,207.00,9.07E+01,3.82E-01,2.52E-05
108-46-3,13BZdiol,C6H6O2       ,Misc,(AC)2 (ACH)4 (OH)2 ,110.1110001,1.1778,549.650,810.000,74.900,0.300,0.6767,-0.280264,0.0063819,-6.3903E-06,3.29907E-09,-6.8801E-13,-274.70,-181.30,-2.75E+02,3.09E-01,1.67E-05
108-47-4,"2,3-dimethylpyridine (2,3 lutidine)",C7H9N,MISC,,107.155,,434.300,655.400,40.900,0.367,0.3450,0.327811581,0.001039143,8.81716E-06,-1.25453E-08,5.10921E-12,68.28,177.59,,,
